Order_Id,Type
D662731400,Other
D477056583,Veg
A443730307,Non-Veg
B541875159,Non-Veg
A232148106,Non-Veg
C438774221,Non-Veg
B489586817,Other
A363721910,Non-Veg
D250739752,Non-Veg
D476718759,Non-Veg
C790666099,Non-Veg
C563848044,Non-Veg
B883865768,Veg
C231153489,Veg
B711891090,Other
A551081082,Veg
E313649410,Other
E245032740,Other
D265054493,Non-Veg
C656557900,Veg
B870011442,Other
E286502659,Non-Veg
D938759163,Non-Veg
A965024452,Veg
C217079226,Veg
E924355325,Veg
B833758074,Other
D444601815,Veg
B861330154,Non-Veg
C659537526,Veg
C227040333,Other
E672017005,Non-Veg
A532465661,Non-Veg
B731266009,Non-Veg
E395307539,Other
D232290639,Other
A857605730,Veg
B863776975,Veg
E142029427,Other
D805741135,Non-Veg
D488949970,Veg
B270410158,Veg
E713960092,Veg
E271668691,Veg
E534634888,Veg
C123802635,Veg
C630922872,Veg
D473604565,Non-Veg
A887547533,Veg
E561026148,Other
B806713175,Other
E173759652,Veg
B744983910,Veg
E513022514,Other
B641324453,Veg
A358739010,Non-Veg
E732315887,Veg
A388404256,Other
B974855523,Other
D362090536,Veg
D198408797,Non-Veg
A670571141,Non-Veg
D321208305,Non-Veg
B683226937,Other
A721122553,Other
B649796432,Non-Veg
E462223404,Other
D988090771,Other
E188581132,Other
A785283968,Veg
E734472639,Veg
A963464274,Non-Veg
A823618083,Non-Veg
A209377444,Non-Veg
D314390885,Non-Veg
C506017675,Non-Veg
B843451593,Veg
C561251889,Non-Veg
D654603751,Veg
E416153494,Other
A722744971,Other
D889949589,Veg
D190211326,Veg
D170364430,Other
C234505588,Non-Veg
E854215731,Non-Veg
C178727521,Other
B808580955,Non-Veg
B979819588,Other
B364694042,Veg
A661441574,Other
C734760930,Other
E376931015,Other
A217749098,Non-Veg
E274631897,Veg
E203226670,Veg
E128262193,Non-Veg
E799023939,Other
A125376334,Other
C690097517,Other
E544451515,Veg
E364836551,Non-Veg
A891020658,Other
B533519210,Non-Veg
D903146575,Other
B435552841,Other
C694929245,Veg
E531913204,Veg
B945279587,Non-Veg
C605432409,Other
E264969112,Non-Veg
C234072746,Non-Veg
C838912018,Non-Veg
E711197539,Other
E699596463,Veg
B898922383,Veg
C789856224,Veg
D965533849,Non-Veg
D710199221,Non-Veg
C517648813,Veg
B577606318,Other
C658631724,Non-Veg
B252095403,Non-Veg
E530966095,Veg
B407154093,Other
C507159016,Non-Veg
C711765343,Veg
E491393624,Other
D885961467,Veg
E341232578,Other
D573701429,Veg
B103787509,Non-Veg
E849579049,Veg
E195482942,Other
B245952612,Non-Veg
E771497709,Other
E532103555,Non-Veg
E982304888,Other
B234594657,Other
C462017079,Other
C363021941,Veg
A744662628,Other
C764602204,Veg
E400295970,Other
C372057554,Non-Veg
D307364025,Veg
D135403716,Non-Veg
A281191476,Non-Veg
B260269636,Other
E615443659,Other
D332929052,Non-Veg
D925218552,Non-Veg
B874049029,Veg
A884464566,Veg
C568925378,Non-Veg
E319318623,Other
C345072111,Veg
C609516015,Non-Veg
E707036225,Non-Veg
A881757255,Non-Veg
C819806828,Non-Veg
A656433576,Non-Veg
C787841620,Other
B229149400,Veg
C408333574,Other
A277163028,Veg
D991924111,Non-Veg
D769627136,Other
A885795743,Non-Veg
B862713237,Other
E996223291,Non-Veg
B863009474,Other
B294198146,Veg
D309619731,Other
A765228207,Veg
C743116327,Veg
D567925309,Veg
C712887095,Other
A608416260,Veg
D651276696,Other
B348897635,Veg
E824829789,Other
D183996040,Veg
C215169600,Veg
E151614068,Other
B859905984,Veg
D198782084,Veg
C937588858,Veg
C280362674,Other
E706632264,Non-Veg
C130402841,Non-Veg
E288803224,Veg
B927299336,Non-Veg
C693710562,Veg
A672271440,Non-Veg
C787075152,Non-Veg
B402370133,Veg
C212726200,Other
D551559651,Veg
D186455804,Veg
B509113970,Non-Veg
C487766007,Veg
D609153454,Veg
D378657375,Veg
C944090984,Veg
E895809766,Other
C520703096,Non-Veg
D401838175,Veg
B269683474,Veg
E269510339,Non-Veg
A166562855,Veg
D629419302,Other
C706304419,Veg
D966378992,Veg
A941894757,Veg
B569211825,Other
D456946133,Non-Veg
B477987583,Non-Veg
B379415914,Veg
D669747570,Non-Veg
B916100383,Other
E470073089,Non-Veg
D259533064,Other
D514560274,Veg
D506832695,Other
A252548913,Non-Veg
D249046128,Veg
B948108022,Other
B539022948,Other
A698815966,Veg
A854931121,Other
E193458781,Other
C157200273,Non-Veg
D933014663,Non-Veg
A650410788,Veg
A564526112,Veg
A741763175,Veg
B168653900,Non-Veg
A158153907,Other
A652287558,Non-Veg
D563854906,Non-Veg
B350446703,Other
C106822671,Veg
C512204600,Other
E927472611,Non-Veg
A207160098,Other
A319557159,Other
D603233387,Veg
B197873022,Non-Veg
B217371442,Other
D672794054,Other
A731862869,Veg
B140171996,Non-Veg
E506569999,Other
B590067339,Non-Veg
D299995891,Veg
C748162977,Veg
C920097853,Non-Veg
B695804067,Other
B726281066,Veg
E213157335,Veg
E608120941,Veg
E715463863,Non-Veg
B508877888,Veg
A794701423,Other
D170407421,Other
A233906708,Veg
B175975319,Veg
C488209240,Other
C194780474,Other
E101348085,Other
C437564017,Non-Veg
B537342822,Other
E916598651,Non-Veg
D225152084,Other
B275595140,Non-Veg
C680610914,Veg
C951379239,Non-Veg
D567672871,Other
D834601112,Other
D612923019,Non-Veg
A850805617,Veg
C444699994,Non-Veg
E328552940,Non-Veg
D137890570,Non-Veg
A436860750,Veg
D741477805,Veg
C843668873,Non-Veg
D274927572,Veg
B812007211,Other
B762292485,Non-Veg
B610794195,Veg
E894011982,Non-Veg
B264738501,Veg
B829618963,Veg
C655802274,Non-Veg
A206056533,Veg
A813207089,Other
B610987923,Non-Veg
C463877345,Non-Veg
A249816157,Other
B410816194,Other
B823096316,Other
A283210386,Non-Veg
D151694569,Veg
C128004094,Other
D330464697,Other
B482603114,Non-Veg
E581791535,Veg
A513792656,Other
B956144004,Other
C409245995,Non-Veg
A714480504,Other
E285632990,Other
E267276124,Non-Veg
D917841286,Other
C931516097,Non-Veg
A154829862,Other
E360463636,Non-Veg
B314277344,Veg
D585536264,Non-Veg
C359810167,Veg
D346772863,Non-Veg
E235214419,Other
A733020834,Non-Veg
B692723074,Other
E985377115,Non-Veg
C596219017,Other
C736991640,Veg
A510810802,Other
B150760149,Other
A772521583,Non-Veg
D850687694,Non-Veg
A421655601,Other
A174561641,Other
B576417523,Other
D343548792,Other
D328771047,Other
B549488844,Non-Veg
D662522476,Veg
A467636701,Other
E545905644,Non-Veg
E715116516,Veg
D876311925,Other
C233149245,Other
A512374344,Veg
C748022784,Veg
B376810926,Veg
B693728716,Veg
C510281642,Non-Veg
E431054776,Veg
B304026547,Other
C238418793,Veg
B777590727,Non-Veg
E676799413,Non-Veg
A885732080,Veg
D308885485,Other
B598411543,Non-Veg
B561025764,Non-Veg
C780714037,Other
C667778530,Non-Veg
D618408775,Veg
C829002673,Non-Veg
B234256443,Non-Veg
D856002026,Non-Veg
C232746767,Non-Veg
C838259766,Non-Veg
C269161915,Veg
B304228319,Other
D469107863,Other
A733030204,Non-Veg
B276104511,Non-Veg
A791147833,Veg
D269056640,Non-Veg
D351636928,Other
D814622727,Non-Veg
D188963916,Non-Veg
B350890791,Other
B887704882,Non-Veg
B248892686,Veg
B811124013,Veg
E669197915,Veg
E741766510,Non-Veg
D518311704,Veg
D580923489,Veg
A516788534,Non-Veg
C308107456,Veg
D708992274,Non-Veg
A803783547,Veg
D969116894,Non-Veg
A712288489,Non-Veg
B681341249,Other
C491370173,Veg
D666978204,Veg
C984184352,Non-Veg
C254432158,Other
C187033595,Veg
C472222395,Other
B217431781,Other
C715495369,Veg
E953184730,Non-Veg
C201700847,Other
E982712413,Veg
A832045480,Veg
A731745438,Non-Veg
C513909622,Other
D115420280,Non-Veg
C974460680,Non-Veg
E573324281,Veg
B752180404,Non-Veg
E626401674,Veg
C557201285,Other
A779985508,Veg
C551420849,Veg
E548653953,Other
B714960381,Veg
A597782098,Other
C894465911,Veg
B910312130,Veg
C582727823,Veg
C408687692,Non-Veg
A595853164,Other
C567775730,Veg
B541396352,Non-Veg
D948173401,Non-Veg
D870304205,Non-Veg
D837211366,Other
C766516785,Other
E870502792,Non-Veg
E426231995,Veg
D308647640,Other
A928890860,Veg
E363583809,Other
C332057701,Non-Veg
E159556807,Other
E791537141,Other
B181145107,Veg
B418458844,Other
E355461255,Other
C664870657,Veg
D756961904,Other
A268090893,Other
E943325937,Other
D873457166,Non-Veg
D894599968,Veg
E481136992,Veg
E172223906,Other
E814334779,Veg
E491322189,Other
B134074078,Other
C128261845,Non-Veg
B594568549,Veg
C906475875,Veg
C500354323,Other
C368672516,Veg
E779509319,Non-Veg
B821911936,Non-Veg
C392040077,Non-Veg
B915068864,Other
B798628626,Other
E955671858,Non-Veg
D673475031,Veg
A814216896,Other
E819059193,Other
A678866986,Veg
C723848342,Non-Veg
B731609441,Non-Veg
C932514308,Non-Veg
D992784255,Other
E480839997,Veg
A455497309,Veg
C762473353,Other
B385473308,Veg
D444187736,Other
C743688769,Non-Veg
B537627947,Non-Veg
B748536703,Non-Veg
C838509937,Other
A855250712,Other
B852147451,Non-Veg
C668912697,Veg
B587503277,Other
B690396421,Veg
B837312830,Non-Veg
D805319249,Other
E756364365,Non-Veg
E692074086,Non-Veg
A959147692,Non-Veg
A974958211,Other
C654111777,Non-Veg
D757310370,Other
D524272027,Veg
B592715569,Other
D477302416,Veg
B744963997,Non-Veg
E865032108,Non-Veg
C341581521,Non-Veg
B810162643,Non-Veg
D914760220,Veg
A547439537,Other
D314903409,Other
A197042174,Non-Veg
D250883526,Non-Veg
D660393372,Other
A437089378,Other
C827475451,Non-Veg
C140196032,Non-Veg
E133996505,Veg
E400536446,Veg
C695809702,Non-Veg
C740101981,Other
A483870747,Other
B318927091,Veg
C845186293,Veg
E852576938,Veg
A261056467,Veg
A124713655,Other
D963714589,Non-Veg
D949812287,Veg
E859013752,Veg
D471628294,Non-Veg
D732458301,Veg
D981461205,Non-Veg
C315455029,Other
A620566959,Non-Veg
E302807993,Veg
C929720808,Other
E768711834,Non-Veg
E512121331,Other
E158032891,Non-Veg
E126619123,Veg
C421247278,Veg
C554530135,Other
E242847935,Other
D992535203,Non-Veg
E342767145,Veg
D930224151,Veg
E718652881,Other
C904162054,Veg
D801501563,Non-Veg
D887265066,Other
B238590534,Other
B135473520,Veg
D467092538,Non-Veg
A806273093,Non-Veg
C864227187,Other
D702696709,Non-Veg
B947707155,Non-Veg
A706172131,Non-Veg
A908218196,Non-Veg
B967966553,Other
E240284519,Veg
D623712989,Veg
B581469874,Other
B440022236,Non-Veg
E220372985,Non-Veg
A744817113,Veg
A204362756,Other
D661860077,Non-Veg
A657001669,Veg
D984890010,Veg
E630982540,Other
B881199354,Other
A411250704,Non-Veg
B628295132,Other
D341798464,Other
D251902112,Non-Veg
C379748020,Non-Veg
C154737917,Other
B654000609,Veg
C889568415,Other
C649307198,Non-Veg
A896649768,Non-Veg
E416313344,Other
B355776224,Veg
B270289409,Non-Veg
E365510843,Veg
B139152872,Non-Veg
E794070362,Non-Veg
D694634247,Veg
B433970256,Veg
E316092322,Veg
E137247350,Other
C263950751,Veg
A594817459,Veg
C451234793,Other
A878891692,Non-Veg
A587054253,Other
B400127452,Veg
C489579246,Non-Veg
A159676261,Veg
D424267532,Non-Veg
C830187028,Non-Veg
A484799715,Other
B653669887,Veg
D808841110,Veg
E759317668,Veg
E844219392,Veg
C161089089,Veg
B107376989,Veg
E404691882,Non-Veg
A894055300,Other
E997129788,Non-Veg
E636962968,Veg
C923735040,Veg
E666992009,Veg
E894106930,Other
B401419568,Non-Veg
C304930911,Non-Veg
B680802606,Non-Veg
A254779899,Non-Veg
D499970165,Veg
A387768853,Veg
A409948616,Veg
A780316512,Other
E144727948,Veg
A591192658,Non-Veg
B555813127,Non-Veg
D672712331,Veg
B352799834,Other
C383615398,Non-Veg
B830512598,Non-Veg
C804216997,Veg
B140963440,Non-Veg
D495404800,Other
A767589613,Non-Veg
E103089761,Other
A297796687,Other
D764372462,Veg
A741555320,Non-Veg
D713178299,Non-Veg
C630812187,Other
A673557314,Non-Veg
C598042867,Veg
A106982698,Other
C428022913,Other
D832973243,Non-Veg
B695640929,Other
B517773933,Other
B232512311,Other
B662280889,Other
C674039999,Veg
D320613278,Non-Veg
B508323489,Veg
E268861178,Veg
C363919136,Non-Veg
B920762889,Other
D122097014,Veg
C367636115,Veg
C843701076,Veg
A301940213,Veg
A545096324,Veg
A587337399,Veg
E199820131,Veg
D795007827,Non-Veg
A288742777,Non-Veg
C934138676,Non-Veg
B952761033,Veg
E927000592,Other
D980568191,Non-Veg
E468205842,Non-Veg
D330003321,Veg
D677984784,Veg
A814518639,Non-Veg
D846806976,Other
C485711248,Non-Veg
B934720459,Non-Veg
E454429835,Non-Veg
E455489084,Non-Veg
B229550512,Veg
D293171386,Non-Veg
D885151113,Other
A909450577,Non-Veg
C632743995,Non-Veg
D379547734,Non-Veg
B276135069,Other
C143189556,Other
A588871176,Veg
C824129393,Veg
D237322760,Other
C281501275,Non-Veg
C417307986,Other
D240682853,Veg
C218592191,Other
C808558670,Other
D914927269,Veg
D915286085,Veg
A214036719,Other
E954743277,Non-Veg
A557262516,Non-Veg
D419234503,Other
C902988955,Non-Veg
B975686077,Veg
C623880959,Non-Veg
D974087458,Non-Veg
D769206963,Veg
E125590803,Veg
A644120526,Non-Veg
B750366045,Non-Veg
C846514449,Non-Veg
E550946189,Non-Veg
D257183795,Veg
B133563706,Veg
E277970792,Other
E182474675,Other
C640563545,Non-Veg
C148724383,Non-Veg
E827985595,Other
E244010823,Other
B892937870,Other
D638161257,Other
A649872253,Veg
B245897321,Veg
C695101157,Non-Veg
B178038101,Non-Veg
C538767108,Non-Veg
A844439772,Veg
D787521566,Non-Veg
E218656094,Veg
A149629228,Veg
E791423963,Veg
E488945047,Other
A318154811,Veg
D988758242,Other
E759640248,Non-Veg
C663078092,Veg
B680394902,Veg
D307067657,Other
A574155813,Non-Veg
D520167061,Non-Veg
D821554416,Other
E805860106,Veg
B779035792,Veg
B678899439,Other
C281860563,Other
A816184467,Other
C858778531,Veg
D984565769,Non-Veg
A628064620,Veg
B154662365,Other
D738555127,Veg
A705327790,Non-Veg
C450771238,Veg
C253721893,Other
A997287103,Non-Veg
D521786228,Veg
E826524185,Other
C110357516,Veg
B571939766,Other
A744680256,Non-Veg
A356275055,Veg
B748421619,Other
A139828835,Veg
B167277699,Veg
A947651894,Veg
E194220872,Veg
B893023446,Non-Veg
D443588806,Other
A370934873,Other
D967823639,Other
A104063950,Veg
D944468825,Non-Veg
D682958534,Non-Veg
D714524101,Other
E637419675,Non-Veg
A335533414,Veg
A291822738,Veg
B200636124,Other
E320168468,Veg
A541577521,Non-Veg
B355764404,Veg
D480489321,Non-Veg
C102489030,Veg
A565609693,Veg
A584396946,Non-Veg
A189710688,Veg
C178446981,Other
A550072361,Veg
D200840272,Other
B760881998,Veg
E648579174,Other
D776247767,Other
C960794144,Other
B413621411,Non-Veg
E123890794,Non-Veg
E445273972,Veg
C659287835,Other
B777545287,Non-Veg
B329728890,Non-Veg
C337245884,Non-Veg
B420792618,Veg
B789412771,Other
D739794324,Other
B321550415,Other
B596556600,Veg
E263608959,Non-Veg
E944915937,Veg
E869291402,Non-Veg
C123180739,Non-Veg
E248290123,Non-Veg
C181404230,Veg
B796321244,Other
A971194824,Other
E356908083,Non-Veg
C919502122,Other
C363653790,Other
C950113166,Other
E641678841,Non-Veg
C993126079,Other
D900832453,Veg
D485257768,Non-Veg
B860759249,Other
E967687679,Non-Veg
D683124751,Veg
C740099838,Veg
C203437381,Non-Veg
D289441872,Veg
B786962278,Non-Veg
A585440431,Other
C186723111,Other
E365994551,Non-Veg
A338150033,Other
C824325221,Veg
C102348811,Other
E836305083,Non-Veg
B498469205,Other
D916244381,Other
B600276284,Non-Veg
E677291148,Other
E153596670,Veg
A245140369,Veg
D207869038,Other
E823993297,Other
D820403265,Veg
B873227060,Veg
B494262833,Veg
C128554598,Non-Veg
C789830390,Other
B537028171,Other
A935805542,Veg
D184348688,Non-Veg
A613256874,Veg
B948728335,Veg
B756433119,Veg
C375715565,Veg
D347607875,Other
A853619625,Veg
A752755545,Non-Veg
C898682505,Non-Veg
D760777025,Veg
A198880163,Veg
A476145500,Other
B221442750,Non-Veg
B145102139,Veg
D374773805,Other
A751903762,Veg
A405635908,Other
C346637948,Non-Veg
B785707993,Veg
C789572906,Veg
D800334105,Veg
A146919387,Veg
B375382325,Non-Veg
D997113309,Other
C994766866,Non-Veg
A671658108,Other
A676474905,Non-Veg
A559245041,Other
D950187737,Other
B193502175,Non-Veg
D952369711,Other
A714692655,Other
A416322718,Non-Veg
C399105040,Other
D116388513,Other
B464736244,Veg
E278372213,Other
B261799826,Non-Veg
E776742484,Non-Veg
A460990272,Non-Veg
D410487746,Non-Veg
D785698335,Other
C899697483,Veg
D966638180,Veg
C220043720,Non-Veg
C480452420,Veg
E236449000,Non-Veg
C677876230,Other
A899890170,Non-Veg
C729640495,Veg
B740522521,Veg
D179955779,Veg
D208097791,Other
E161278156,Non-Veg
D541458213,Non-Veg
D260397607,Other
A622991970,Other
D795484721,Non-Veg
A976838373,Other
D489375614,Veg
B936455463,Veg
C178785687,Veg
C777637887,Veg
C785186498,Other
E762996298,Non-Veg
A442649545,Veg
C689284121,Veg
A428205149,Other
D676877699,Veg
D723535667,Non-Veg
D684005725,Veg
A321949951,Other
D674749769,Veg
A808176121,Non-Veg
C186287333,Other
D719216008,Other
B977687399,Other
D678347198,Non-Veg
A483644505,Veg
E790190021,Veg
D967228297,Other
E630143198,Other
D222673555,Other
A831861981,Veg
E710312966,Other
A243987178,Non-Veg
A809675111,Veg
A839875100,Other
E399503633,Non-Veg
B564485665,Other
D379402547,Veg
E362907410,Veg
B308996295,Other
C772793621,Veg
C214299773,Non-Veg
C724218065,Other
D576852103,Veg
C685272508,Veg
C472228367,Veg
B126579980,Non-Veg
D966876780,Non-Veg
C333413608,Other
E488042017,Other
E418666420,Other
C289560656,Veg
D444880280,Non-Veg
B283675622,Other
D603780699,Veg
A579053616,Veg
E182463253,Other
B110210281,Veg
D577470369,Other
D894722672,Non-Veg
D870713431,Non-Veg
B663343006,Veg
D756017124,Veg
D371631138,Other
A290583673,Veg
C966991710,Non-Veg
E841302837,Non-Veg
E908307673,Non-Veg
C548481019,Non-Veg
A704148701,Non-Veg
E494904172,Non-Veg
E190768247,Non-Veg
E953837302,Veg
D101051016,Non-Veg
A431311713,Veg
E419731419,Other
B274859650,Veg
B946528273,Veg
D987331025,Non-Veg
E800580643,Non-Veg
A123151245,Non-Veg
C330844198,Veg
C448172871,Veg
E977194187,Non-Veg
B694339054,Veg
A368215328,Other
A917598166,Other
A993129529,Other
A172792728,Other
D455878262,Other
E285549726,Veg
A972627745,Veg
A861695102,Non-Veg
D776602415,Non-Veg
B190628252,Veg
A585406467,Other
B340563624,Veg
A181824763,Veg
E784047179,Veg
E177008532,Veg
C699029176,Other
E924421482,Veg
C742755523,Other
E242592456,Other
C156579416,Veg
C219490787,Other
A505306896,Veg
E370702673,Non-Veg
A789039206,Non-Veg
B280880682,Veg
D839685991,Non-Veg
D246914578,Veg
E312094132,Other
D987404566,Non-Veg
E807679670,Non-Veg
E463821387,Veg
A161063005,Other
B487634161,Veg
E616656451,Non-Veg
D689170210,Veg
D696335367,Veg
C101726770,Veg
C242543415,Other
B337010630,Non-Veg
C934856593,Other
C789425886,Veg
A791620196,Veg
C696847790,Non-Veg
D527673894,Non-Veg
E487997535,Other
C467692862,Veg
A395950377,Non-Veg
D871640974,Non-Veg
B194496874,Non-Veg
B363099935,Non-Veg
A538168723,Other
D511015555,Other
E981665224,Other
C329453244,Non-Veg
B616543465,Veg
C245844249,Other
C590202221,Other
C306521651,Non-Veg
C108464133,Other
E676004664,Non-Veg
E544799004,Veg
C305654530,Veg
B196729036,Veg
C123454156,Non-Veg
B323767078,Other
C263993705,Veg
A590156748,Non-Veg
E243048214,Veg
E451100603,Veg
A329979737,Veg
D784407579,Veg
C405522566,Veg
A900138806,Non-Veg
B157387251,Non-Veg
E149984126,Other
E910434325,Non-Veg
C808123133,Other
E197861593,Other
D211510823,Veg
A862437944,Other
B733617968,Non-Veg
C235813840,Other
C525286730,Veg
A885298443,Other
E136987936,Veg
B211528331,Other
A544639862,Other
C638917366,Non-Veg
B217782937,Non-Veg
D111477442,Veg
E333609634,Non-Veg
C816164666,Veg
B296417130,Veg
D701153366,Other
D550033094,Non-Veg
B328472342,Non-Veg
D816053063,Other
A271865538,Other
E561830712,Veg
B697579537,Non-Veg
B341133125,Veg
D891485686,Non-Veg
C222755129,Non-Veg
D593301811,Non-Veg
E318385028,Other
B687563681,Other
A747680018,Veg
B791817708,Non-Veg
C879503092,Other
B480390473,Other
B660323701,Veg
A298438764,Other
A726994744,Veg
A808251191,Veg
C872902474,Veg
A148963950,Non-Veg
E110187275,Non-Veg
E778941877,Other
D776013666,Veg
D473626721,Non-Veg
D580245523,Other
D874315732,Veg
C405799637,Non-Veg
A766648702,Veg
B588032132,Veg
C458006225,Other
A865604217,Veg
D401785650,Veg
C954359352,Non-Veg
D431295937,Other
E812202556,Veg
C144867144,Other
C779287753,Veg
A811681886,Other
A998054930,Veg
C659157191,Non-Veg
A569507532,Other
A816969813,Veg
D839628628,Non-Veg
E332389824,Veg
C279203531,Other
E505380932,Veg
C129809161,Veg
B817987679,Other
A194575651,Non-Veg
C805875133,Non-Veg
E126187348,Veg
C460592773,Non-Veg
A771604626,Other
B949075588,Veg
D613889699,Veg
A728860149,Other
C509847055,Veg
B771100196,Other
D669830847,Other
E321842153,Other
D830430187,Veg
C376746179,Other
C253435616,Veg
E799797277,Non-Veg
A553973568,Other
C616448725,Other
B426348962,Non-Veg
B527670254,Non-Veg
B307169437,Other
D193408103,Non-Veg
A491112751,Other
A206674354,Veg
B575122062,Other
A975714332,Non-Veg
E805301678,Other
E762057121,Veg
A617553186,Veg
E860053480,Other
C904327729,Other
D695373276,Veg
D352803333,Veg
A969855162,Other
D804090090,Non-Veg
A641896502,Non-Veg
D772803648,Non-Veg
D933516695,Non-Veg
A276237785,Veg
E509264553,Non-Veg
A107270564,Veg
C304453123,Non-Veg
D513640607,Veg
D965147978,Other
D440634607,Veg
C329678564,Non-Veg
B856510397,Other
C905705058,Non-Veg
B599762211,Other
B950006824,Other
D329480040,Other
E770635568,Other
B714361984,Veg
A282802675,Other
E970316486,Veg
C912389023,Other
B760998688,Other
C236163594,Non-Veg
E436367138,Other
E105021284,Veg
C788356445,Other
B766025192,Non-Veg
B373916805,Veg
A905629163,Other
E935719850,Other
B408957771,Non-Veg
E255183778,Veg
B588539054,Non-Veg
A315020481,Veg
A844202326,Other
D419075564,Other
E442834132,Other
B594203618,Veg
E303319962,Veg
B676457147,Veg
D970016376,Non-Veg
A938360555,Veg
B531165106,Other
B536537335,Non-Veg
A190406251,Veg
C476627075,Other
C546505121,Other
D524243035,Non-Veg
C631259069,Veg
A121174378,Non-Veg
A886295169,Non-Veg
E395887973,Non-Veg
D763463102,Other
B333031384,Non-Veg
C326138552,Veg
D217627968,Non-Veg
C366009142,Veg
A475996289,Other
A199033683,Non-Veg
A656969365,Veg
C166646912,Veg
D803111310,Other
C865667755,Other
D394334252,Non-Veg
D193480826,Veg
D233182499,Non-Veg
A566777423,Non-Veg
C292807181,Other
B222672431,Other
A341524424,Veg
D538602907,Non-Veg
C428076072,Non-Veg
C324132429,Veg
B851700347,Veg
E993122520,Non-Veg
B500618394,Veg
E873460047,Non-Veg
E337748266,Other
D358357716,Veg
D736944903,Non-Veg
D799605788,Other
C423027599,Veg
D924236925,Veg
D673291733,Non-Veg
D695216711,Other
B602450580,Other
E540050771,Veg
D596237699,Other
E405224700,Other
E327561971,Veg
C672817101,Veg
B967144121,Veg
D770956962,Veg
D853481381,Veg
E296090835,Other
A340191322,Other
C304148950,Veg
A779702096,Non-Veg
D724427507,Non-Veg
D838034086,Veg
B630365723,Other
A773248212,Veg
A142346008,Non-Veg
D946118244,Veg
B559689322,Non-Veg
A878623556,Non-Veg
D650336995,Veg
E671086414,Non-Veg
A883366007,Other
C958399425,Other
C669876555,Other
C488468789,Non-Veg
D499019947,Non-Veg
C117585155,Veg
A442523008,Non-Veg
E858213520,Other
E985502527,Veg
A337883668,Veg
D597782613,Veg
B980132019,Other
B603362093,Other
D747794041,Non-Veg
E849826026,Non-Veg
C377865885,Non-Veg
E308650167,Veg
D551418798,Non-Veg
C346128998,Veg
C384003082,Veg
E297564312,Non-Veg
A200387548,Other
B306576711,Veg
C955943415,Other
D218952522,Veg
E705451335,Veg
A967812597,Other
E545521886,Other
D487209226,Non-Veg
A482117479,Other
A725847379,Other
C771906547,Other
A624826302,Veg
D436951101,Veg
E370491050,Non-Veg
D326812960,Non-Veg
C784389768,Veg
A421264819,Non-Veg
B317806572,Veg
D411878576,Veg
D599750373,Other
E386740161,Veg
B192015533,Non-Veg
D343408985,Other
A562299986,Other
A693470988,Other
A437881948,Non-Veg
A540900257,Non-Veg
B987440237,Veg
E713649906,Non-Veg
D489738752,Non-Veg
D985560608,Other
E684781290,Non-Veg
B559998747,Veg
C632344881,Veg
B188106453,Veg
D635460383,Veg
C737656369,Non-Veg
D458414476,Other
E344020433,Other
E298698051,Other
C883325896,Non-Veg
B257978751,Non-Veg
A391006964,Other
E781135991,Veg
E431665066,Non-Veg
A580087987,Other
E451395524,Other
E664033901,Veg
C730132299,Other
B236944464,Non-Veg
C494792978,Non-Veg
A704775525,Other
C852551988,Veg
B286998389,Other
D970906598,Other
E164636995,Non-Veg
B354467312,Other
C380571785,Veg
E717177122,Veg
D782664686,Veg
E589845178,Other
D851503866,Veg
D142175759,Other
C468093134,Non-Veg
B168526433,Veg
B942389670,Other
C917656005,Veg
C652401778,Other
E987143108,Non-Veg
B338990473,Other
D340916765,Veg
C241654022,Other
B910476796,Veg
A969603514,Non-Veg
D471803283,Veg
D747140626,Veg
D152311933,Non-Veg
D653161480,Veg
D218623838,Other
A830684401,Veg
B736020148,Other
B361506321,Other
A400601025,Veg
C688956289,Other
A356773848,Non-Veg
C841273761,Veg
E213467401,Other
A609879506,Veg
D364873133,Other
E293289122,Non-Veg
C718101299,Veg
B131164906,Veg
C885639311,Non-Veg
B202878986,Veg
A555941643,Non-Veg
E852520661,Non-Veg
D959777169,Non-Veg
A426411701,Non-Veg
E392528892,Veg
A649679702,Other
D168358101,Non-Veg
E387166442,Veg
A776759713,Other
E827480039,Non-Veg
C311126825,Other
A614711960,Non-Veg
D262316130,Other
A812641832,Other
A595925686,Non-Veg
B965597527,Veg
D124163789,Other
D310163968,Other
B111247682,Other
D460273707,Non-Veg
A431519454,Other
D786426130,Veg
E585462614,Veg
C618724102,Veg
A524608814,Other
A970072540,Other
C696967234,Veg
D235410243,Non-Veg
C964568142,Veg
B190119508,Veg
A952264320,Non-Veg
A946254000,Other
A372384966,Veg
A634072573,Veg
E910509001,Veg
E656193093,Non-Veg
C662355249,Veg
C735752794,Veg
C563428041,Veg
E355065647,Veg
C890725373,Other
D507506936,Non-Veg
E217874381,Other
C334791874,Non-Veg
C972660932,Veg
A440282293,Veg
B205364538,Other
B320118238,Veg
A598247337,Non-Veg
B528314349,Other
A342566829,Non-Veg
B444063874,Veg
E391030175,Veg
B541864098,Non-Veg
C865428079,Non-Veg
E735151828,Non-Veg
D967452397,Other
C364967886,Veg
C298157807,Non-Veg
E793617618,Other
E166412370,Other
D800327555,Other
D224719457,Other
D583851456,Non-Veg
A255912015,Other
C121420382,Veg
B224219821,Veg
B151985802,Veg
B362660273,Veg
A256792166,Non-Veg
