menu_id,r_id,f_id,price
mn247516,511247,fd47161,170
mn248807,504861,fd28,150
mn248807,504861,fd47161,150
mn248836,504861,fd28,150
mn248836,504861,fd47161,150
mn249089,44621,fd28,230
mn249089,44621,fd47161,230
mn249411,357606,fd28,135
mn249411,357606,fd47161,135
mn249661,542927,fd28,200
mn249661,542927,fd47161,200
mn249767,548356,fd28,110
mn249767,548356,fd47161,110
mn250536,549435,fd28,172.5
mn250536,549435,fd47161,172.5
mn250728,158545,fd28,89
mn250728,158545,fd47161,89
mn250813,158545,fd28,89
mn250813,158545,fd47161,89
mn250944,160865,fd28,180
mn250944,160865,fd47161,180
mn252590,496198,fd28,175
mn252590,496198,fd47161,175
mn253096,570581,fd28,100
mn253096,570581,fd47161,100
mn253290,486152,fd28,149
mn253290,486152,fd47161,149
mn253958,307945,fd28,189
mn253958,307945,fd47161,189
mn254302,45113,fd28,140
mn254302,45113,fd47161,140
mn254336,45113,fd28,140
mn254336,45113,fd47161,140
mn254477,115313,fd28,150
mn254477,115313,fd47161,150
mn255148,305773,fd28,160
mn255148,305773,fd47161,160
mn256216,298361,fd28,307
mn256216,298361,fd47161,307
mn256276,378460,fd28,150
mn256276,378460,fd47161,150
mn256391,378460,fd28,150
mn256391,378460,fd47161,150
mn256542,127526,fd28,125
mn256542,127526,fd47161,125
mn256617,127526,fd28,125
mn256617,127526,fd47161,125
mn256753,45220,fd28,119
mn256753,45220,fd47161,119
mn257834,126665,fd28,185
mn257834,126665,fd47161,185
mn258137,543002,fd28,185
mn258137,543002,fd47161,185
mn258547,542258,fd28,187
mn258547,542258,fd47161,187
mn258573,542258,fd28,187
mn258573,542258,fd47161,187
mn258826,486107,fd28,180
mn258826,486107,fd47161,180
mn259788,311047,fd28,230
mn259788,311047,fd47161,230
mn259884,311047,fd28,230
mn259884,311047,fd47161,230
mn260112,311049,fd28,230
mn260112,311049,fd47161,230
mn260567,328970,fd28,110
mn260567,328970,fd47161,110
mn260944,114140,fd28,80
mn260944,114140,fd47161,80
mn261063,114140,fd28,80
mn261063,114140,fd47161,80
mn261722,525724,fd28,100
mn261722,525724,fd47161,100
mn261767,525724,fd28,100
mn261767,525724,fd47161,100
mn262014,175712,fd28,115
mn262014,175712,fd47161,115
mn262306,57728,fd28,150
mn262306,57728,fd47161,150
mn262322,345034,fd28,239
mn262322,345034,fd47161,239
mn262336,345034,fd28,239
mn262336,345034,fd47161,239
mn262880,311046,fd28,230
mn262880,311046,fd47161,230
mn263047,339824,fd28,170
mn263047,339824,fd47161,170
mn263220,150547,fd28,90
mn263220,150547,fd47161,90
mn264883,245663,fd28,129
mn264883,245663,fd47161,129
mn265537,53834,fd28,230
mn265537,53834,fd47161,230
mn265750,45066,fd28,140
mn265750,45066,fd47161,140
mn265867,45066,fd28,140
mn265867,45066,fd47161,140
mn266014,47242,fd28,229
mn266014,47242,fd47161,229
mn266068,47242,fd28,229
mn266068,47242,fd47161,229
mn266959,308064,fd28,230
mn266959,308064,fd47161,230
mn267080,308069,fd28,230
mn267080,308069,fd47161,230
mn267579,350526,fd28,170
mn267579,350526,fd47161,170
mn267667,350526,fd28,170
mn267667,350526,fd47161,170
mn268290,71277,fd28,170
mn268290,71277,fd47161,170
mn268532,71277,fd28,170
mn268532,71277,fd47161,170
mn268583,516164,fd28,140
mn268583,516164,fd47161,140
mn269312,308075,fd28,249
mn269312,308075,fd47161,249
mn269753,133902,fd28,50
mn269753,133902,fd47161,50
mn269948,53984,fd28,239
mn269948,53984,fd47161,239
mn270553,445061,fd28,149
mn270553,445061,fd47161,149
mn270935,552399,fd28,110
mn270935,552399,fd47161,110
mn271124,51453,fd28,125
mn271124,51453,fd47161,125
mn271665,45256,fd28,160
mn271665,45256,fd47161,160
mn271866,163210,fd28,80
mn271866,163210,fd47161,80
mn271998,530355,fd28,189
mn271998,530355,fd47161,189
mn272356,301872,fd28,300
mn272356,301872,fd47161,300
mn272397,301872,fd28,300
mn272397,301872,fd47161,300
mn272573,331388,fd28,224
mn272573,331388,fd47161,224
mn272652,52201,fd28,180
mn272652,52201,fd47161,180
mn272932,52202,fd28,211
mn272932,52202,fd47161,211
mn274796,120218,fd28,135
mn274796,120218,fd47161,135
mn275375,573001,fd28,105
mn275375,573001,fd47161,105
mn275686,364992,fd28,150
mn275686,364992,fd47161,150
mn275815,364992,fd28,150
mn275815,364992,fd47161,150
mn276152,359290,fd28,135
mn276152,359290,fd47161,135
mn278463,549046,fd28,150
mn278463,549046,fd47161,150
mn279883,549042,fd28,150
mn279883,549042,fd47161,150
mn281112,549037,fd28,150
mn281112,549037,fd47161,150
mn281643,142229,fd28,85
mn281643,142229,fd47161,85
mn282740,448763,fd28,189
mn282740,448763,fd47161,189
mn283396,457682,fd28,170
mn283396,457682,fd47161,170
mn283863,49328,fd28,150
mn283863,49328,fd47161,150
mn283916,49328,fd28,150
mn283916,49328,fd47161,150
mn284002,565837,fd28,185
mn284002,565837,fd47161,185
mn284358,45085,fd28,170
mn284358,45085,fd47161,170
mn284751,45084,fd28,229
mn284751,45084,fd47161,229
mn284949,141116,fd28,125
mn284949,141116,fd47161,125
mn288407,490456,fd28,240
mn288407,490456,fd47161,240
mn288464,490456,fd28,240
mn288464,490456,fd47161,240
mn289267,391958,fd28,165
mn289267,391958,fd47161,165
mn290130,51448,fd28,200
mn290130,51448,fd47161,200
mn290432,68204,fd28,205
mn290432,68204,fd47161,205
mn290545,135412,fd28,160
mn290545,135412,fd47161,160
mn291163,176737,fd28,140
mn291163,176737,fd47161,140
mn291266,176737,fd28,140
mn291266,176737,fd47161,140
mn291527,411990,fd28,80
mn291527,411990,fd47161,80
mn293006,166041,fd28,189
mn293006,166041,fd47161,189
mn293251,487486,fd28,180
mn293251,487486,fd47161,180
mn293258,487486,fd28,180
mn293258,487486,fd47161,180
mn294096,117613,fd28,185
mn294096,117613,fd47161,185
mn295210,577284,fd28,200
mn295210,577284,fd47161,200
mn295323,529639,fd28,229
mn295323,529639,fd47161,229
mn295359,552760,fd28,100
mn295359,552760,fd47161,100
mn295577,501844,fd28,140
mn295577,501844,fd47161,140
mn295610,501844,fd28,140
mn295610,501844,fd47161,140
mn295974,568691,fd28,199
mn295974,568691,fd47161,199
mn297259,463809,fd28,230
mn297259,463809,fd47161,230
mn298274,85161,fd28,170
mn298274,85161,fd47161,170
mn298358,112634,fd28,100
mn298358,112634,fd47161,100
mn298573,513874,fd28,220
mn298573,513874,fd47161,220
mn300050,456473,fd28,295
mn300050,456473,fd47161,295
mn300753,523680,fd28,110
mn300753,523680,fd47161,110
mn300904,576721,fd28,199
mn300904,576721,fd47161,199
mn301055,49562,fd28,224
mn301055,49562,fd47161,224
mn301411,413791,fd28,140
mn301411,413791,fd47161,140
mn301917,548306,fd28,189
mn301917,548306,fd47161,189
mn302373,53268,fd28,219
mn302373,53268,fd47161,219
mn304315,476155,fd28,120
mn304315,476155,fd47161,120
mn304561,42227,fd28,140
mn304561,42227,fd47161,140
mn304615,42227,fd28,140
mn304615,42227,fd47161,140
mn304899,513580,fd28,165
mn304899,513580,fd47161,165
mn305780,424634,fd28,210
mn305780,424634,fd47161,210
mn305992,424634,fd28,210
mn305992,424634,fd47161,210
mn309120,147639,fd28,380
mn309120,147639,fd47161,380
mn310071,50934,fd28,219
mn310071,50934,fd47161,219
mn310140,50934,fd28,219
mn310140,50934,fd47161,219
mn310802,297644,fd28,425
mn310802,297644,fd47161,425
mn310881,297644,fd28,425
mn310881,297644,fd47161,425
mn311237,420363,fd28,120
mn311237,420363,fd47161,120
mn312080,65400,fd28,209
mn312080,65400,fd47161,209
mn312175,65400,fd28,209
mn312175,65400,fd47161,209
mn312614,73389,fd28,200
mn312614,73389,fd47161,200
mn312681,73389,fd28,200
mn312681,73389,fd47161,200
mn313093,97115,fd28,130
mn313093,97115,fd47161,130
mn313330,124391,fd28,239
mn313330,124391,fd47161,239
mn313371,124391,fd28,239
mn313371,124391,fd47161,239
mn313767,303592,fd28,425
mn313767,303592,fd47161,425
mn314703,127527,fd28,100
mn314703,127527,fd47161,100
mn316077,230452,fd28,239
mn316077,230452,fd47161,239
mn316162,303210,fd28,425
mn316162,303210,fd47161,425
mn316243,303210,fd28,425
mn316243,303210,fd47161,425
mn316251,508036,fd28,90
mn316251,508036,fd47161,90
mn316270,508036,fd28,90
mn316270,508036,fd47161,90
mn316642,306602,fd28,275
mn316642,306602,fd47161,275
mn316761,383713,fd28,130
mn316761,383713,fd47161,130
mn316809,347010,fd28,195
mn316809,347010,fd47161,195
mn317953,567140,fd28,110
mn317953,567140,fd47161,110
mn318420,567143,fd28,110
mn318420,567143,fd47161,110
mn318703,86595,fd28,175
mn318703,86595,fd47161,175
mn318757,86595,fd28,175
mn318757,86595,fd47161,175
mn318988,86595,fd28,175
mn318988,86595,fd47161,175
mn319242,377150,fd28,90
mn319242,377150,fd47161,90
mn319331,490841,fd28,219
mn319331,490841,fd47161,219
mn321522,35984,fd28,215
mn321522,35984,fd47161,215
mn321720,35981,fd28,200
mn321720,35981,fd47161,200
mn321909,35981,fd28,200
mn321909,35981,fd47161,200
mn322669,440477,fd28,270
mn322669,440477,fd47161,270
mn323710,35971,fd28,315
mn323710,35971,fd47161,315
mn323841,484021,fd28,150
mn323841,484021,fd47161,150
mn327067,107646,fd28,190
mn327067,107646,fd47161,190
mn327197,107646,fd28,190
mn327197,107646,fd47161,190
mn327350,436048,fd28,300
mn327350,436048,fd47161,300
mn327541,566668,fd28,110
mn327541,566668,fd47161,110
mn328566,52982,fd28,250
mn328566,52982,fd47161,250
mn328826,47243,fd28,239
mn328826,47243,fd47161,239
mn330387,40837,fd28,369
mn330387,40837,fd47161,369
mn331779,519469,fd28,140
mn331779,519469,fd47161,140
mn333080,62467,fd28,120
mn333080,62467,fd47161,120
mn333146,524705,fd28,160
mn333146,524705,fd47161,160
mn333281,524705,fd28,160
mn333281,524705,fd47161,160
mn333666,50363,fd28,345
mn333666,50363,fd47161,345
mn334035,36676,fd28,230
mn334035,36676,fd47161,230
mn335190,59184,fd28,120
mn335190,59184,fd47161,120
mn335268,531568,fd28,190
mn335268,531568,fd47161,190
mn335368,531568,fd28,190
mn335368,531568,fd47161,190
mn335633,37996,fd28,199
mn335633,37996,fd47161,199
mn335849,561198,fd28,195
mn335849,561198,fd47161,195
mn336436,435040,fd28,199.5
mn336436,435040,fd47161,199.5
mn336537,435040,fd28,199.5
mn336537,435040,fd47161,199.5
mn336643,50144,fd28,160
mn336643,50144,fd47161,160
mn336773,50148,fd28,330
mn336773,50148,fd47161,330
mn336876,50148,fd28,330
mn336876,50148,fd47161,330
mn337306,36778,fd28,140
mn337306,36778,fd47161,140
mn338406,71637,fd28,140
mn338406,71637,fd47161,140
mn338513,71637,fd28,140
mn338513,71637,fd47161,140
mn338559,36192,fd28,230
mn338559,36192,fd47161,230
mn338679,36192,fd28,230
mn338679,36192,fd47161,230
mn339095,460439,fd28,150
mn339095,460439,fd47161,150
mn340582,509920,fd28,140
mn340582,509920,fd47161,140
mn340634,509920,fd28,140
mn340634,509920,fd47161,140
mn340762,36186,fd28,320
mn340762,36186,fd47161,320
mn341246,55068,fd28,220
mn341246,55068,fd47161,220
mn342454,79269,fd28,109
mn342454,79269,fd47161,109
mn342494,79269,fd28,99
mn342494,79269,fd47161,99
mn342584,79269,fd28,109
mn342584,79269,fd47161,109
mn343144,456041,fd28,240
mn343144,456041,fd47161,240
mn344031,527253,fd28,150
mn344031,527253,fd47161,150
mn345786,37474,fd28,229
mn345786,37474,fd47161,229
mn345864,239753,fd28,355
mn345864,239753,fd47161,355
mn346363,37477,fd28,220
mn346363,37477,fd47161,220
mn346428,37477,fd28,220
mn346428,37477,fd47161,220
mn347215,528456,fd28,341
mn347215,528456,fd47161,341
mn347875,556298,fd28,130
mn347875,556298,fd47161,130
mn348275,115961,fd28,80
mn348275,115961,fd47161,80
mn349481,77106,fd28,169
mn349481,77106,fd47161,169
mn349516,77106,fd28,169
mn349516,77106,fd47161,169
mn349966,560210,fd28,130
mn349966,560210,fd47161,130
mn350440,124403,fd28,239
mn350440,124403,fd47161,239
mn350615,65039,fd28,199
mn350615,65039,fd47161,199
mn350672,65039,fd28,199
mn350672,65039,fd47161,199
mn351483,65046,fd28,320
mn351483,65046,fd47161,320
mn352002,137945,fd28,110
mn352002,137945,fd47161,110
mn352038,137945,fd28,110
mn352038,137945,fd47161,110
mn352370,180333,fd28,240
mn352370,180333,fd47161,240
mn352720,551759,fd28,210
mn352720,551759,fd47161,210
mn353278,144132,fd28,198
mn353278,144132,fd47161,198
mn353764,294369,fd28,170
mn353764,294369,fd47161,170
mn353956,294369,fd28,170
mn353956,294369,fd47161,170
mn354105,297636,fd28,150
mn354105,297636,fd47161,150
mn354293,297636,fd28,150
mn354293,297636,fd47161,150
mn354521,297634,fd28,150
mn354521,297634,fd47161,150
mn354739,297634,fd28,150
mn354739,297634,fd47161,150
mn354957,230410,fd28,239
mn354957,230410,fd47161,239
mn354963,230410,fd28,239
mn354963,230410,fd47161,239
mn355090,398141,fd28,280
mn355090,398141,fd47161,280
mn355185,398141,fd28,280
mn355185,398141,fd47161,280
mn355422,297647,fd28,150
mn355422,297647,fd47161,150
mn355635,297647,fd28,150
mn355635,297647,fd47161,150
mn355851,208982,fd28,140
mn355851,208982,fd47161,140
mn355883,208982,fd28,140
mn355883,208982,fd47161,140
mn356407,392844,fd28,130
mn356407,392844,fd47161,130
mn357120,146068,fd28,100
mn357120,146068,fd47161,100
mn357466,467980,fd28,150
mn357466,467980,fd47161,150
mn357546,467980,fd28,150
mn357546,467980,fd47161,150
mn359063,46543,fd28,170
mn359063,46543,fd47161,170
mn359140,46544,fd28,209
mn359140,46544,fd47161,209
mn359219,46544,fd28,209
mn359219,46544,fd47161,209
mn359456,489867,fd28,150
mn359456,489867,fd47161,150
mn359538,489867,fd28,150
mn359538,489867,fd47161,150
mn361041,46527,fd28,130
mn361041,46527,fd47161,130
mn361583,488501,fd28,130
mn361583,488501,fd47161,130
mn362051,415392,fd28,190
mn362051,415392,fd47161,190
mn362326,545234,fd28,130
mn362326,545234,fd47161,130
mn363515,485567,fd28,160
mn363515,485567,fd47161,160
mn364391,574053,fd28,150
mn364391,574053,fd47161,150
mn364727,53832,fd28,317
mn364727,53832,fd47161,317
mn365253,574058,fd28,150
mn365253,574058,fd47161,150
mn365765,46376,fd28,149
mn365765,46376,fd47161,149
mn366209,521975,fd28,199
mn366209,521975,fd47161,199
mn366258,379173,fd28,190
mn366258,379173,fd47161,190
mn366384,379173,fd28,190
mn366384,379173,fd47161,190
mn367489,396774,fd28,130
mn367489,396774,fd47161,130
mn367606,64758,fd28,220
mn367606,64758,fd47161,220
mn367795,64758,fd28,220
mn367795,64758,fd47161,220
mn368356,64640,fd28,195
mn368356,64640,fd47161,195
mn368468,64640,fd28,195
mn368468,64640,fd47161,195
mn368965,64764,fd28,250
mn368965,64764,fd47161,250
mn369106,64764,fd28,250
mn369106,64764,fd47161,250
mn369431,64765,fd28,189
mn369431,64765,fd47161,189
mn370207,64772,fd28,175
mn370207,64772,fd47161,175
mn370893,192093,fd28,100
mn370893,192093,fd47161,100
mn370904,192093,fd28,100
mn370904,192093,fd47161,100
mn371015,55949,fd28,180
mn371015,55949,fd47161,180
mn371136,55949,fd28,180
mn371136,55949,fd47161,180
mn371291,173372,fd28,100
mn371291,173372,fd47161,100
mn372355,574026,fd28,150
mn372355,574026,fd47161,150
mn372445,564591,fd28,100
mn372445,564591,fd47161,100
mn374111,562473,fd28,145
mn374111,562473,fd47161,145
mn377723,542865,fd28,100
mn377723,542865,fd47161,100
mn378529,473924,fd28,180
mn378529,473924,fd47161,180
mn378703,329353,fd28,110
mn378703,329353,fd47161,110
mn378913,329353,fd28,110
mn378913,329353,fd47161,110
mn379942,93703,fd28,335
mn379942,93703,fd47161,335
mn381367,133046,fd28,90
mn381367,133046,fd47161,90
mn382518,57895,fd28,209
mn382518,57895,fd47161,209
mn382594,57895,fd28,209
mn382594,57895,fd47161,209
mn383008,313074,fd28,160
mn383008,313074,fd47161,160
mn383118,313074,fd28,160
mn383118,313074,fd47161,160
mn383375,313076,fd28,160
mn383375,313076,fd47161,160
mn383486,313076,fd28,160
mn383486,313076,fd47161,160
mn384057,58637,fd28,280
mn384057,58637,fd47161,280
mn385188,491646,fd28,230
mn385188,491646,fd47161,230
mn385764,410780,fd28,299
mn385764,410780,fd47161,299
mn385793,419474,fd28,120
mn385793,419474,fd47161,120
mn386255,354000,fd28,229
mn386255,354000,fd47161,229
mn387127,354004,fd28,299
mn387127,354004,fd47161,299
mn387133,354004,fd28,299
mn387133,354004,fd47161,299
mn387400,527518,fd28,140
mn387400,527518,fd47161,140
mn388199,58302,fd28,230
mn388199,58302,fd47161,230
mn389049,390357,fd28,110
mn389049,390357,fd47161,110
mn389093,390357,fd28,100
mn389093,390357,fd47161,100
mn389480,286253,fd28,80
mn389480,286253,fd47161,80
mn389502,286253,fd28,80
mn389502,286253,fd47161,80
mn389886,407300,fd28,185
mn389886,407300,fd47161,185
mn390104,355477,fd28,289
mn390104,355477,fd47161,289
mn391015,327676,fd28,180
mn391015,327676,fd47161,180
mn391037,327676,fd28,180
mn391037,327676,fd47161,180
mn391179,330827,fd28,185
mn391179,330827,fd47161,185
mn391603,63486,fd28,135
mn391603,63486,fd47161,135
mn391680,346297,fd28,99
mn391680,346297,fd47161,99
mn393071,392525,fd28,185
mn393071,392525,fd47161,185
mn393391,154938,fd28,135
mn393391,154938,fd47161,135
mn393675,465633,fd28,70
mn393675,465633,fd47161,70
mn395331,161529,fd28,139
mn395331,161529,fd47161,139
mn395336,476653,fd28,190
mn395336,476653,fd47161,190
mn395804,564179,fd28,167
mn395804,564179,fd47161,167
mn395950,432857,fd28,160
mn395950,432857,fd47161,160
mn396264,358437,fd28,100
mn396264,358437,fd47161,100
mn396286,358437,fd28,100
mn396286,358437,fd47161,100
mn396537,58819,fd28,149
mn396537,58819,fd47161,149
mn396616,58819,fd28,149
mn396616,58819,fd47161,149
mn396785,58818,fd28,190
mn396785,58818,fd47161,190
mn396857,58817,fd28,150
mn396857,58817,fd47161,150
mn396969,58817,fd28,150
mn396969,58817,fd47161,150
mn397819,482073,fd28,180
mn397819,482073,fd47161,180
mn397883,523565,fd28,192
mn397883,523565,fd47161,192
mn397913,523565,fd28,192
mn397913,523565,fd47161,192
mn398855,567628,fd28,140
mn398855,567628,fd47161,140
mn399207,407946,fd28,160
mn399207,407946,fd47161,160
mn399301,407946,fd28,160
mn399301,407946,fd47161,160
mn399930,575384,fd28,150
mn399930,575384,fd47161,150
mn400354,459179,fd28,120
mn400354,459179,fd47161,120
mn400471,58291,fd28,150
mn400471,58291,fd47161,150
mn400602,58291,fd28,150
mn400602,58291,fd47161,150
mn401761,458068,fd28,140
mn401761,458068,fd47161,140
mn402085,75407,fd28,279
mn402085,75407,fd47161,279
mn402131,139205,fd28,100
mn402131,139205,fd47161,100
mn402679,386967,fd28,425
mn402679,386967,fd47161,425
mn402721,529032,fd28,115
mn402721,529032,fd47161,115
mn402947,408714,fd28,199
mn402947,408714,fd47161,199
mn402997,408714,fd28,199
mn402997,408714,fd47161,199
mn403213,577512,fd28,209
mn403213,577512,fd47161,209
mn403522,412160,fd28,165
mn403522,412160,fd47161,165
mn403753,513903,fd28,230
mn403753,513903,fd47161,230
mn407032,95843,fd28,210
mn407032,95843,fd47161,210
mn407490,312869,fd28,160
mn407490,312869,fd47161,160
mn407604,312869,fd28,160
mn407604,312869,fd47161,160
mn407738,312868,fd28,160
mn407738,312868,fd47161,160
mn407859,312868,fd28,160
mn407859,312868,fd47161,160
mn408091,59426,fd28,195
mn408091,59426,fd47161,195
mn409544,576811,fd28,200
mn409544,576811,fd47161,200
mn410119,63715,fd28,115
mn410119,63715,fd47161,115
mn412231,433154,fd28,275
mn412231,433154,fd47161,275
mn412478,456478,fd28,115
mn412478,456478,fd47161,115
mn412490,456478,fd28,115
mn412490,456478,fd47161,115
mn412542,295865,fd28,185
mn412542,295865,fd47161,185
mn412614,295865,fd28,185
mn412614,295865,fd47161,185
mn413356,493516,fd28,180
mn413356,493516,fd47161,180
mn413398,493516,fd28,180
mn413398,493516,fd47161,180
mn414950,245744,fd28,120
mn414950,245744,fd47161,120
mn415003,245744,fd28,120
mn415003,245744,fd47161,120
mn415142,499067,fd28,100
mn415142,499067,fd47161,100
mn415500,134721,fd28,130
mn415500,134721,fd47161,130
mn416089,108819,fd28,245
mn416089,108819,fd47161,245
mn416162,142770,fd28,90
mn416162,142770,fd47161,90
mn416201,142770,fd28,90
mn416201,142770,fd47161,90
mn416473,107847,fd28,160
mn416473,107847,fd47161,160
mn416771,452418,fd28,80
mn416771,452418,fd47161,80
mn416908,567053,fd28,190
mn416908,567053,fd47161,190
mn417335,107371,fd28,290
mn417335,107371,fd47161,290
mn417713,416849,fd28,89
mn417713,416849,fd47161,89
mn418187,508903,fd28,90
mn418187,508903,fd47161,90
mn419031,492130,fd28,110
mn419031,492130,fd47161,110
mn419539,124631,fd28,180
mn419539,124631,fd47161,180
mn419655,124631,fd28,180
mn419655,124631,fd47161,180
mn420064,486121,fd28,190
mn420064,486121,fd47161,190
mn420678,129500,fd28,150
mn420678,129500,fd47161,150
mn421055,107376,fd28,299
mn421055,107376,fd47161,299
mn421355,107376,fd28,299
mn421355,107376,fd47161,299
mn421646,470863,fd28,140
mn421646,470863,fd47161,140
mn421776,433727,fd28,100
mn421776,433727,fd47161,100
mn421808,430185,fd28,90
mn421808,430185,fd47161,90
mn422119,107380,fd28,120
mn422119,107380,fd47161,120
mn423333,437812,fd28,160
mn423333,437812,fd47161,160
mn424481,434184,fd28,200
mn424481,434184,fd47161,200
mn424538,554381,fd28,70
mn424538,554381,fd47161,70
mn424856,221806,fd28,250
mn424856,221806,fd47161,250
mn425286,130575,fd28,150
mn425286,130575,fd47161,150
mn425549,115257,fd28,230
mn425549,115257,fd47161,230
mn425679,113551,fd28,319
mn425679,113551,fd47161,319
mn425893,458270,fd28,159
mn425893,458270,fd47161,159
mn426463,371557,fd28,280
mn426463,371557,fd47161,280
mn426513,371557,fd28,280
mn426513,371557,fd47161,280
mn426594,113548,fd28,319
mn426594,113548,fd47161,319
mn426947,111706,fd28,285
mn426947,111706,fd47161,285
mn427886,112542,fd28,130
mn427886,112542,fd47161,130
mn427921,112542,fd28,130
mn427921,112542,fd47161,130
mn428446,127988,fd28,120
mn428446,127988,fd47161,120
mn428676,381593,fd28,150
mn428676,381593,fd47161,150
mn428952,113545,fd28,245
mn428952,113545,fd47161,245
mn429055,113545,fd28,245
mn429055,113545,fd47161,245
mn429647,113546,fd28,255
mn429647,113546,fd47161,255
mn429737,113546,fd28,255
mn429737,113546,fd47161,255
mn430698,495006,fd28,80
mn430698,495006,fd47161,80
mn430770,543949,fd28,270
mn430770,543949,fd47161,270
mn431163,113552,fd28,295
mn431163,113552,fd47161,295
mn431270,113552,fd28,295
mn431270,113552,fd47161,295
mn431685,543951,fd28,180
mn431685,543951,fd47161,180
mn431778,125786,fd28,228.57
mn431778,125786,fd47161,228.57
mn432225,531109,fd28,190
mn432225,531109,fd47161,190
mn432671,394628,fd28,128
mn432671,394628,fd47161,128
mn432885,153467,fd28,130
mn432885,153467,fd47161,130
mn432972,153467,fd28,130
mn432972,153467,fd47161,130
mn433182,115255,fd28,195
mn433182,115255,fd47161,195
mn433431,328262,fd28,169
mn433431,328262,fd47161,169
mn433485,492855,fd28,130
mn433485,492855,fd47161,130
mn433680,365038,fd28,150
mn433680,365038,fd47161,150
mn433779,124063,fd28,240
mn433779,124063,fd47161,240
mn434760,228460,fd28,140
mn434760,228460,fd47161,140
mn435228,461066,fd28,210
mn435228,461066,fd47161,210
mn435433,129964,fd28,150
mn435433,129964,fd47161,150
mn435880,539391,fd28,110
mn435880,539391,fd47161,110
mn435957,118431,fd28,239
mn435957,118431,fd47161,239
mn437324,111699,fd28,110
mn437324,111699,fd47161,110
mn437374,111699,fd28,110
mn437374,111699,fd47161,110
mn437823,398417,fd28,250
mn437823,398417,fd47161,250
mn438095,520248,fd28,90
mn438095,520248,fd47161,90
mn438433,563159,fd28,198
mn438433,563159,fd47161,198
mn439089,216306,fd28,170
mn439089,216306,fd47161,170
mn439223,112541,fd28,132
mn439223,112541,fd47161,132
mn439723,535692,fd28,109
mn439723,535692,fd47161,109
mn439833,153468,fd28,135
mn439833,153468,fd47161,135
mn440032,535673,fd28,109
mn440032,535673,fd47161,109
mn440191,566037,fd28,80
mn440191,566037,fd47161,80
mn440338,535622,fd28,109
mn440338,535622,fd47161,109
mn440470,535689,fd28,109
mn440470,535689,fd47161,109
mn440490,570810,fd28,60
mn440490,570810,fd47161,60
mn440605,511535,fd28,109
mn440605,511535,fd47161,109
mn440711,535666,fd28,109
mn440711,535666,fd47161,109
mn441147,544739,fd28,150
mn441147,544739,fd47161,150
mn441704,453254,fd28,110
mn441704,453254,fd47161,110
mn442052,332304,fd28,240
mn442052,332304,fd47161,240
mn442392,510977,fd28,150
mn442392,510977,fd47161,150
mn442624,319462,fd28,130
mn442624,319462,fd47161,130
mn443259,132295,fd28,105
mn443259,132295,fd47161,105
mn443371,560355,fd28,150
mn443371,560355,fd47161,150
mn443773,133694,fd28,160
mn443773,133694,fd47161,160
mn443811,133694,fd28,160
mn443811,133694,fd47161,160
mn443956,133690,fd28,150
mn443956,133690,fd47161,150
mn444480,133693,fd28,150
mn444480,133693,fd47161,150
mn444580,134728,fd28,160
mn444580,134728,fd47161,160
mn444947,130948,fd28,155
mn444947,130948,fd47161,155
mn445099,521606,fd28,170
mn445099,521606,fd47161,170
mn446280,131654,fd28,180
mn446280,131654,fd47161,180
mn446357,132167,fd28,160
mn446357,132167,fd47161,160
mn446530,135821,fd28,90
mn446530,135821,fd47161,90
mn446605,358272,fd28,130
mn446605,358272,fd47161,130
mn446915,209131,fd28,220
mn446915,209131,fd47161,220
mn447076,134579,fd28,170
mn447076,134579,fd47161,170
mn447403,408640,fd28,130
mn447403,408640,fd47161,130
mn447589,134139,fd28,80
mn447589,134139,fd47161,80
mn448052,203198,fd28,120
mn448052,203198,fd47161,120
mn448193,554095,fd28,155
mn448193,554095,fd47161,155
mn448693,435457,fd28,160
mn448693,435457,fd47161,160
mn448845,328900,fd28,100
mn448845,328900,fd47161,100
mn448899,436483,fd28,120
mn448899,436483,fd47161,120
mn449052,131648,fd28,100
mn449052,131648,fd47161,100
mn449250,134566,fd28,130
mn449250,134566,fd47161,130
mn449286,496482,fd28,40
mn449286,496482,fd47161,40
mn449371,133712,fd28,120
mn449371,133712,fd47161,120
mn450531,133968,fd28,155
mn450531,133968,fd47161,155
mn450593,133968,fd28,155
mn450593,133968,fd47161,155
mn450801,429715,fd28,160
mn450801,429715,fd47161,160
mn450853,132168,fd28,140
mn450853,132168,fd47161,140
mn450867,132168,fd28,140
mn450867,132168,fd47161,140
mn451193,476301,fd28,140
mn451193,476301,fd47161,140
mn451310,177743,fd28,150
mn451310,177743,fd47161,150
mn451324,177743,fd28,150
mn451324,177743,fd47161,150
mn451719,368071,fd28,160
mn451719,368071,fd47161,160
mn453020,560083,fd28,160
mn453020,560083,fd47161,160
mn453152,135795,fd28,150
mn453152,135795,fd47161,150
mn453595,562474,fd28,132
mn453595,562474,fd47161,132
mn453855,134809,fd28,120
mn453855,134809,fd47161,120
mn454076,132141,fd28,160
mn454076,132141,fd47161,160
mn454135,167895,fd28,120
mn454135,167895,fd47161,120
mn454318,404380,fd28,140
mn454318,404380,fd47161,140
mn454450,225841,fd28,90
mn454450,225841,fd47161,90
mn454638,365300,fd28,160
mn454638,365300,fd47161,160
mn454661,365300,fd28,160
mn454661,365300,fd47161,160
mn454874,276738,fd28,160
mn454874,276738,fd47161,160
